card_id,set_id,number,name,types,supertype,subtypes,image_url,image_large_url
swsh12-51,swsh12,51,Chinchou,Lightning,Pokémon,Basic,https://images.pokemontcg.io/swsh12/51.png,https://images.pokemontcg.io/swsh12/51_hires.png
swsh12-50,swsh12,50,Raichu,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/50.png,https://images.pokemontcg.io/swsh12/50_hires.png
swsh12-49,swsh12,49,Pikachu,Lightning,Pokémon,Basic,https://images.pokemontcg.io/swsh12/49.png,https://images.pokemontcg.io/swsh12/49_hires.png
swsh12-48,swsh12,48,Araquanid,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/48.png,https://images.pokemontcg.io/swsh12/48_hires.png
swsh12-47,swsh12,47,Dewpider,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/47.png,https://images.pokemontcg.io/swsh12/47_hires.png
swsh12-46,swsh12,46,Keldeo,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/46.png,https://images.pokemontcg.io/swsh12/46_hires.png
swsh12-45,swsh12,45,Phione,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/45.png,https://images.pokemontcg.io/swsh12/45_hires.png
swsh12-44,swsh12,44,Relicanth,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/44.png,https://images.pokemontcg.io/swsh12/44_hires.png
swsh12-43,swsh12,43,Froslass,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/43.png,https://images.pokemontcg.io/swsh12/43_hires.png
swsh12-42,swsh12,42,Glalie,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/42.png,https://images.pokemontcg.io/swsh12/42_hires.png
swsh12-41,swsh12,41,Snorunt,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/41.png,https://images.pokemontcg.io/swsh12/41_hires.png
swsh12-40,swsh12,40,Milotic,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/40.png,https://images.pokemontcg.io/swsh12/40_hires.png
swsh12-39,swsh12,39,Feebas,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/39.png,https://images.pokemontcg.io/swsh12/39_hires.png
swsh12-38,swsh12,38,Wailord,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/38.png,https://images.pokemontcg.io/swsh12/38_hires.png
swsh12-37,swsh12,37,Wailmer,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/37.png,https://images.pokemontcg.io/swsh12/37_hires.png
swsh12-36,swsh12,36,Articuno,Water,Pokémon,Basic,https://images.pokemontcg.io/swsh12/36.png,https://images.pokemontcg.io/swsh12/36_hires.png
swsh12-35,swsh12,35,Omastar V,Water,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12/35.png,https://images.pokemontcg.io/swsh12/35_hires.png
swsh12-34,swsh12,34,Alolan Vulpix VSTAR,Water,Pokémon,VSTAR,https://images.pokemontcg.io/swsh12/34.png,https://images.pokemontcg.io/swsh12/34_hires.png
swsh12-33,swsh12,33,Alolan Vulpix V,Water,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12/33.png,https://images.pokemontcg.io/swsh12/33_hires.png
swsh12-32,swsh12,32,Incineroar,Fire,Pokémon,Stage 2,https://images.pokemontcg.io/swsh12/32.png,https://images.pokemontcg.io/swsh12/32_hires.png
swsh12-31,swsh12,31,Torracat,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/31.png,https://images.pokemontcg.io/swsh12/31_hires.png
swsh12tg-TG30,swsh12tg,TG30,Duraludon VMAX,Dragon,Pokémon,VMAX | Single Strike,https://images.pokemontcg.io/swsh12tg/TG30.png,https://images.pokemontcg.io/swsh12tg/TG30_hires.png
swsh12-30,swsh12,30,Litten,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/30.png,https://images.pokemontcg.io/swsh12/30_hires.png
swsh12tg-TG29,swsh12tg,TG29,Rayquaza VMAX,Dragon,Pokémon,VMAX | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG29.png,https://images.pokemontcg.io/swsh12tg/TG29_hires.png
swsh12-29,swsh12,29,Talonflame,Fire,Pokémon,Stage 2,https://images.pokemontcg.io/swsh12/29.png,https://images.pokemontcg.io/swsh12/29_hires.png
swsh12tg-TG28,swsh12tg,TG28,Sordward & Shielbert,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG28.png,https://images.pokemontcg.io/swsh12tg/TG28_hires.png
swsh12-28,swsh12,28,Fletchinder,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/28.png,https://images.pokemontcg.io/swsh12/28_hires.png
swsh12tg-TG27,swsh12tg,TG27,Raihan,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG27.png,https://images.pokemontcg.io/swsh12tg/TG27_hires.png
swsh12-27,swsh12,27,Delphox,Fire,Pokémon,Stage 2,https://images.pokemontcg.io/swsh12/27.png,https://images.pokemontcg.io/swsh12/27_hires.png
swsh12tg-TG26,swsh12tg,TG26,Professor Burnet,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG26.png,https://images.pokemontcg.io/swsh12tg/TG26_hires.png
swsh12-26,swsh12,26,Braixen,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/26.png,https://images.pokemontcg.io/swsh12/26_hires.png
swsh12tg-TG25,swsh12tg,TG25,Judge,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG25.png,https://images.pokemontcg.io/swsh12tg/TG25_hires.png
swsh12-25,swsh12,25,Fennekin,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/25.png,https://images.pokemontcg.io/swsh12/25_hires.png
swsh12tg-TG24,swsh12tg,TG24,Gordie,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG24.png,https://images.pokemontcg.io/swsh12tg/TG24_hires.png
swsh12-24,swsh12,24,Reshiram V,Fire,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12/24.png,https://images.pokemontcg.io/swsh12/24_hires.png
swsh12tg-TG23,swsh12tg,TG23,Friends in Galar,,Trainer,Supporter,https://images.pokemontcg.io/swsh12tg/TG23.png,https://images.pokemontcg.io/swsh12tg/TG23_hires.png
swsh12-23,swsh12,23,Victini,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/23.png,https://images.pokemontcg.io/swsh12/23_hires.png
swsh12tg-TG22,swsh12tg,TG22,Blissey V,Colorless,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12tg/TG22.png,https://images.pokemontcg.io/swsh12tg/TG22_hires.png
swsh12-22,swsh12,22,Rapidash,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/22.png,https://images.pokemontcg.io/swsh12/22_hires.png
swsh12tg-TG21,swsh12tg,TG21,Duraludon VMAX,Dragon,Pokémon,VMAX | Single Strike,https://images.pokemontcg.io/swsh12tg/TG21.png,https://images.pokemontcg.io/swsh12tg/TG21_hires.png
swsh12-21,swsh12,21,Ponyta,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/21.png,https://images.pokemontcg.io/swsh12/21_hires.png
swsh12tg-TG20,swsh12tg,TG20,Rayquaza VMAX,Dragon,Pokémon,VMAX | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG20.png,https://images.pokemontcg.io/swsh12tg/TG20_hires.png
swsh12-20,swsh12,20,Arcanine,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/20.png,https://images.pokemontcg.io/swsh12/20_hires.png
swsh12tg-TG19,swsh12tg,TG19,Corviknight VMAX,Metal,Pokémon,VMAX,https://images.pokemontcg.io/swsh12tg/TG19.png,https://images.pokemontcg.io/swsh12tg/TG19_hires.png
swsh12-19,swsh12,19,Growlithe,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/19.png,https://images.pokemontcg.io/swsh12/19_hires.png
swsh12tg-TG18,swsh12tg,TG18,Corviknight V,Metal,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12tg/TG18.png,https://images.pokemontcg.io/swsh12tg/TG18_hires.png
swsh12-18,swsh12,18,Ninetales,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/18.png,https://images.pokemontcg.io/swsh12/18_hires.png
swsh12tg-TG17,swsh12tg,TG17,Mawile V,Psychic,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12tg/TG17.png,https://images.pokemontcg.io/swsh12tg/TG17_hires.png
swsh12-17,swsh12,17,Vulpix,Fire,Pokémon,Basic,https://images.pokemontcg.io/swsh12/17.png,https://images.pokemontcg.io/swsh12/17_hires.png
swsh12tg-TG16,swsh12tg,TG16,Zeraora V,Lightning,Pokémon,Basic | V | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG16.png,https://images.pokemontcg.io/swsh12tg/TG16_hires.png
swsh12-16,swsh12,16,Radiant Tsareena,Grass,Pokémon,Basic | Radiant,https://images.pokemontcg.io/swsh12/16.png,https://images.pokemontcg.io/swsh12/16_hires.png
swsh12tg-TG15,swsh12tg,TG15,Blaziken VMAX,Fire,Pokémon,VMAX | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG15.png,https://images.pokemontcg.io/swsh12tg/TG15_hires.png
swsh12-15,swsh12,15,Chesnaught V,Grass,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12/15.png,https://images.pokemontcg.io/swsh12/15_hires.png
swsh12tg-TG14,swsh12tg,TG14,Blaziken V,Fire,Pokémon,Basic | V | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG14.png,https://images.pokemontcg.io/swsh12tg/TG14_hires.png
swsh12-14,swsh12,14,Virizion,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/14.png,https://images.pokemontcg.io/swsh12/14_hires.png
swsh12tg-TG13,swsh12tg,TG13,Serperior V,Grass,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12tg/TG13.png,https://images.pokemontcg.io/swsh12tg/TG13_hires.png
swsh12-13,swsh12,13,Durant,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/13.png,https://images.pokemontcg.io/swsh12/13_hires.png
swsh12tg-TG12,swsh12tg,TG12,Kricketune V,Grass,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12tg/TG12.png,https://images.pokemontcg.io/swsh12tg/TG12_hires.png
swsh12-12,swsh12,12,Amoonguss,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/12.png,https://images.pokemontcg.io/swsh12/12_hires.png
swsh12tg-TG11,swsh12tg,TG11,Altaria,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12tg/TG11.png,https://images.pokemontcg.io/swsh12tg/TG11_hires.png
swsh12-11,swsh12,11,Foongus,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/11.png,https://images.pokemontcg.io/swsh12/11_hires.png
swsh12tg-TG10,swsh12tg,TG10,Smeargle,Colorless,Pokémon,Basic,https://images.pokemontcg.io/swsh12tg/TG10.png,https://images.pokemontcg.io/swsh12tg/TG10_hires.png
swsh12-10,swsh12,10,Hisuian Lilligant,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/10.png,https://images.pokemontcg.io/swsh12/10_hires.png
swsh12tg-TG09,swsh12tg,TG09,Druddigon,Dragon,Pokémon,Basic,https://images.pokemontcg.io/swsh12tg/TG09.png,https://images.pokemontcg.io/swsh12tg/TG09_hires.png
swsh12-9,swsh12,9,Petilil,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/9.png,https://images.pokemontcg.io/swsh12/9_hires.png
swsh12tg-TG08,swsh12tg,TG08,Passimian,Fighting,Pokémon,Basic | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG08.png,https://images.pokemontcg.io/swsh12tg/TG08_hires.png
swsh12-8,swsh12,8,Serperior VSTAR,Grass,Pokémon,VSTAR,https://images.pokemontcg.io/swsh12/8.png,https://images.pokemontcg.io/swsh12/8_hires.png
swsh12tg-TG07,swsh12tg,TG07,Rockruff,Fighting,Pokémon,Basic | Single Strike,https://images.pokemontcg.io/swsh12tg/TG07.png,https://images.pokemontcg.io/swsh12tg/TG07_hires.png
swsh12-7,swsh12,7,Serperior V,Grass,Pokémon,Basic | V,https://images.pokemontcg.io/swsh12/7.png,https://images.pokemontcg.io/swsh12/7_hires.png
swsh12tg-TG06,swsh12tg,TG06,Malamar,Psychic,Pokémon,Stage 1 | Rapid Strike,https://images.pokemontcg.io/swsh12tg/TG06.png,https://images.pokemontcg.io/swsh12tg/TG06_hires.png
swsh12-6,swsh12,6,Sunflora,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/6.png,https://images.pokemontcg.io/swsh12/6_hires.png
swsh12tg-TG05,swsh12tg,TG05,Gardevoir,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/swsh12tg/TG05.png,https://images.pokemontcg.io/swsh12tg/TG05_hires.png
swsh12-5,swsh12,5,Sunkern,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/5.png,https://images.pokemontcg.io/swsh12/5_hires.png
swsh12tg-TG04,swsh12tg,TG04,Jynx,Psychic,Pokémon,Basic,https://images.pokemontcg.io/swsh12tg/TG04.png,https://images.pokemontcg.io/swsh12tg/TG04_hires.png
swsh12-4,swsh12,4,Ariados,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/4.png,https://images.pokemontcg.io/swsh12/4_hires.png
swsh12tg-TG03,swsh12tg,TG03,Flaaffy,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12tg/TG03.png,https://images.pokemontcg.io/swsh12tg/TG03_hires.png
swsh12-3,swsh12,3,Spinarak,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/3.png,https://images.pokemontcg.io/swsh12/3_hires.png
swsh12tg-TG02,swsh12tg,TG02,Milotic,Water,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12tg/TG02.png,https://images.pokemontcg.io/swsh12tg/TG02_hires.png
swsh12-2,swsh12,2,Venomoth,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12/2.png,https://images.pokemontcg.io/swsh12/2_hires.png
swsh12tg-TG01,swsh12tg,TG01,Braixen,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/swsh12tg/TG01.png,https://images.pokemontcg.io/swsh12tg/TG01_hires.png
swsh12-1,swsh12,1,Venonat,Grass,Pokémon,Basic,https://images.pokemontcg.io/swsh12/1.png,https://images.pokemontcg.io/swsh12/1_hires.png
svp-207,svp,207,Steven's Beldum,Metal,Pokémon,Basic,https://images.pokemontcg.io/svp/207.png,https://images.pokemontcg.io/svp/207_hires.png
svp-206,svp,206,Marnie's Morpeko,Darkness,Pokémon,Basic,https://images.pokemontcg.io/svp/206.png,https://images.pokemontcg.io/svp/206_hires.png
svp-203,svp,203,Team Rocket's Wobbuffet,Psychic,Pokémon,Basic,https://images.pokemontcg.io/svp/203.png,https://images.pokemontcg.io/svp/203_hires.png
svp-202,svp,202,Kangaskhan,Colorless,Pokémon,Basic,https://images.pokemontcg.io/svp/202.png,https://images.pokemontcg.io/svp/202_hires.png
svp-201,svp,201,Zebstrika,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/svp/201.png,https://images.pokemontcg.io/svp/201_hires.png
svp-200,svp,200,Eevee,Colorless,Pokémon,Basic,https://images.pokemontcg.io/svp/200.png,https://images.pokemontcg.io/svp/200_hires.png
svp-199,svp,199,Zarude,Grass,Pokémon,Basic,https://images.pokemontcg.io/svp/199.png,https://images.pokemontcg.io/svp/199_hires.png
svp-198,svp,198,Zacian ex,Metal,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/198.png,https://images.pokemontcg.io/svp/198_hires.png
svp-197,svp,197,Koraidon ex,Fighting,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/197.png,https://images.pokemontcg.io/svp/197_hires.png
svp-196,svp,196,Charizard ex,Darkness,Pokémon,Stage 2 | Tera | ex,https://images.pokemontcg.io/svp/196.png,https://images.pokemontcg.io/svp/196_hires.png
svp-195,svp,195,Lillie's Clefairy ex,Psychic,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/195.png,https://images.pokemontcg.io/svp/195_hires.png
svp-194,svp,194,Iono's Bellibolt ex,Lightning,Pokémon,Stage 1 | ex,https://images.pokemontcg.io/svp/194.png,https://images.pokemontcg.io/svp/194_hires.png
svp-193,svp,193,Hop's Zacian ex,Metal,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/193.png,https://images.pokemontcg.io/svp/193_hires.png
svp-189,svp,189,N's Zorua,Darkness,Pokémon,Basic,https://images.pokemontcg.io/svp/189.png,https://images.pokemontcg.io/svp/189_hires.png
svp-188,svp,188,Scrafty,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/svp/188.png,https://images.pokemontcg.io/svp/188_hires.png
svp-187,svp,187,Yanmega,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/svp/187.png,https://images.pokemontcg.io/svp/187_hires.png
svp-186,svp,186,Scraggy,Darkness,Pokémon,Basic,https://images.pokemontcg.io/svp/186.png,https://images.pokemontcg.io/svp/186_hires.png
svp-185,svp,185,Yanma,Grass,Pokémon,Basic,https://images.pokemontcg.io/svp/185.png,https://images.pokemontcg.io/svp/185_hires.png
svp-184,svp,184,Hop's Snorlax,Colorless,Pokémon,Basic,https://images.pokemontcg.io/svp/184.png,https://images.pokemontcg.io/svp/184_hires.png
svp-183,svp,183,Lillie's Ribombee,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/svp/183.png,https://images.pokemontcg.io/svp/183_hires.png
svp-182,svp,182,Iono's Kilowattrel,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/svp/182.png,https://images.pokemontcg.io/svp/182_hires.png
svp-181,svp,181,N's Darmanitan,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/svp/181.png,https://images.pokemontcg.io/svp/181_hires.png
svp-180,svp,180,Dialga ex,Metal,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/180.png,https://images.pokemontcg.io/svp/180_hires.png
svp-179,svp,179,Xerneas ex,Psychic,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/179.png,https://images.pokemontcg.io/svp/179_hires.png
svp-178,svp,178,Kyogre ex,Water,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/178.png,https://images.pokemontcg.io/svp/178_hires.png
svp-177,svp,177,Bloodmoon Ursaluna ex,Colorless,Pokémon,Basic | ex,https://images.pokemontcg.io/svp/177.png,https://images.pokemontcg.io/svp/177_hires.png
svp-174,svp,174,Eevee ex,Colorless,Pokémon,Basic | Tera | ex,https://images.pokemontcg.io/svp/174.png,https://images.pokemontcg.io/svp/174_hires.png
svp-173,svp,173,Eevee,Colorless,Pokémon,Basic,https://images.pokemontcg.io/svp/173.png,https://images.pokemontcg.io/svp/173_hires.png
svp-172,svp,172,Sylveon,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/svp/172.png,https://images.pokemontcg.io/svp/172_hires.png
svp-171,svp,171,Glaceon,Water,Pokémon,Stage 1,https://images.pokemontcg.io/svp/171.png,https://images.pokemontcg.io/svp/171_hires.png
svp-170,svp,170,Leafeon,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/svp/170.png,https://images.pokemontcg.io/svp/170_hires.png
svp-169,svp,169,Jolteon,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/svp/169.png,https://images.pokemontcg.io/svp/169_hires.png
svp-168,svp,168,Vaporeon,Water,Pokémon,Stage 1,https://images.pokemontcg.io/svp/168.png,https://images.pokemontcg.io/svp/168_hires.png
svp-167,svp,167,Flareon,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/svp/167.png,https://images.pokemontcg.io/svp/167_hires.png
svp-166,svp,166,Teal Mask Ogerpon ex,Grass,Pokémon,Basic | Tera | ex,https://images.pokemontcg.io/svp/166.png,https://images.pokemontcg.io/svp/166_hires.png
swsh11-217,swsh11,217,Lost Vacuum,,Trainer,Item,https://images.pokemontcg.io/swsh11/217.png,https://images.pokemontcg.io/swsh11/217_hires.png
swsh11-216,swsh11,216,Dark Patch,,Trainer,Item,https://images.pokemontcg.io/swsh11/216.png,https://images.pokemontcg.io/swsh11/216_hires.png
swsh11-215,swsh11,215,Collapsed Stadium,,Trainer,Stadium,https://images.pokemontcg.io/swsh11/215.png,https://images.pokemontcg.io/swsh11/215_hires.png
swsh11-214,swsh11,214,Box of Disaster,,Trainer,Item | Pokémon Tool,https://images.pokemontcg.io/swsh11/214.png,https://images.pokemontcg.io/swsh11/214_hires.png
swsh11-213,swsh11,213,Hisuian Zoroark VSTAR,Colorless,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/213.png,https://images.pokemontcg.io/swsh11/213_hires.png
swsh11-212,swsh11,212,Giratina VSTAR,Dragon,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/212.png,https://images.pokemontcg.io/swsh11/212_hires.png
swsh11-211,swsh11,211,Volo,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/211.png,https://images.pokemontcg.io/swsh11/211_hires.png
swsh11-210,swsh11,210,Thorton,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/210.png,https://images.pokemontcg.io/swsh11/210_hires.png
swsh11-209,swsh11,209,Miss Fortune Sisters,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/209.png,https://images.pokemontcg.io/swsh11/209_hires.png
swsh11-208,swsh11,208,Lady,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/208.png,https://images.pokemontcg.io/swsh11/208_hires.png
swsh11-207,swsh11,207,Iscan,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/207.png,https://images.pokemontcg.io/swsh11/207_hires.png
swsh11-206,swsh11,206,Fantina,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/206.png,https://images.pokemontcg.io/swsh11/206_hires.png
swsh11-205,swsh11,205,Colress's Experiment,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/205.png,https://images.pokemontcg.io/swsh11/205_hires.png
swsh11-204,swsh11,204,Arezu,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/204.png,https://images.pokemontcg.io/swsh11/204_hires.png
swsh11-203,swsh11,203,Hisuian Zoroark VSTAR,Colorless,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/203.png,https://images.pokemontcg.io/swsh11/203_hires.png
swsh11-202,swsh11,202,Hisuian Goodra VSTAR,Dragon,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/202.png,https://images.pokemontcg.io/swsh11/202_hires.png
swsh11-201,swsh11,201,Giratina VSTAR,Dragon,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/201.png,https://images.pokemontcg.io/swsh11/201_hires.png
swsh11-200,swsh11,200,Drapion VSTAR,Darkness,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/200.png,https://images.pokemontcg.io/swsh11/200_hires.png
swsh11-199,swsh11,199,Aerodactyl VSTAR,Fighting,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/199.png,https://images.pokemontcg.io/swsh11/199_hires.png
swsh11-198,swsh11,198,Magnezone VSTAR,Lightning,Pokémon,VSTAR,https://images.pokemontcg.io/swsh11/198.png,https://images.pokemontcg.io/swsh11/198_hires.png
swsh11-197,swsh11,197,Kyurem VMAX,Water,Pokémon,VMAX,https://images.pokemontcg.io/swsh11/197.png,https://images.pokemontcg.io/swsh11/197_hires.png
swsh11-196,swsh11,196,Volo,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/196.png,https://images.pokemontcg.io/swsh11/196_hires.png
swsh11-195,swsh11,195,Thorton,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/195.png,https://images.pokemontcg.io/swsh11/195_hires.png
swsh11-194,swsh11,194,Miss Fortune Sisters,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/194.png,https://images.pokemontcg.io/swsh11/194_hires.png
swsh11-193,swsh11,193,Lady,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/193.png,https://images.pokemontcg.io/swsh11/193_hires.png
swsh11-192,swsh11,192,Iscan,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/192.png,https://images.pokemontcg.io/swsh11/192_hires.png
swsh11-191,swsh11,191,Fantina,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/191.png,https://images.pokemontcg.io/swsh11/191_hires.png
swsh11-190,swsh11,190,Colress's Experiment,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/190.png,https://images.pokemontcg.io/swsh11/190_hires.png
swsh11-189,swsh11,189,Arezu,,Trainer,Supporter,https://images.pokemontcg.io/swsh11/189.png,https://images.pokemontcg.io/swsh11/189_hires.png
swsh11-188,swsh11,188,Pidgeot V,Colorless,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/188.png,https://images.pokemontcg.io/swsh11/188_hires.png
swsh11-187,swsh11,187,Hisuian Goodra V,Dragon,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/187.png,https://images.pokemontcg.io/swsh11/187_hires.png
swsh11-186,swsh11,186,Giratina V,Dragon,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/186.png,https://images.pokemontcg.io/swsh11/186_hires.png
swsh11-185,swsh11,185,Giratina V,Dragon,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/185.png,https://images.pokemontcg.io/swsh11/185_hires.png
swsh11-184,swsh11,184,Galarian Perrserker V,Metal,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/184.png,https://images.pokemontcg.io/swsh11/184_hires.png
swsh11-183,swsh11,183,Galarian Perrserker V,Metal,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/183.png,https://images.pokemontcg.io/swsh11/183_hires.png
swsh11-182,swsh11,182,Drapion V,Darkness,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/182.png,https://images.pokemontcg.io/swsh11/182_hires.png
swsh11-181,swsh11,181,Gallade V,Fighting,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/181.png,https://images.pokemontcg.io/swsh11/181_hires.png
swsh11-180,swsh11,180,Aerodactyl V,Fighting,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/180.png,https://images.pokemontcg.io/swsh11/180_hires.png
swsh11-179,swsh11,179,Aerodactyl V,Fighting,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/179.png,https://images.pokemontcg.io/swsh11/179_hires.png
swsh11-178,swsh11,178,Enamorus V,Psychic,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/178.png,https://images.pokemontcg.io/swsh11/178_hires.png
swsh11-177,swsh11,177,Rotom V,Lightning,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/177.png,https://images.pokemontcg.io/swsh11/177_hires.png
swsh11-176,swsh11,176,Rotom V,Lightning,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/176.png,https://images.pokemontcg.io/swsh11/176_hires.png
swsh11-175,swsh11,175,Magnezone V,Lightning,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/175.png,https://images.pokemontcg.io/swsh11/175_hires.png
swsh11-174,swsh11,174,Kyurem V,Water,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/174.png,https://images.pokemontcg.io/swsh11/174_hires.png
swsh11-173,swsh11,173,Delphox V,Fire,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/173.png,https://images.pokemontcg.io/swsh11/173_hires.png
swsh11-172,swsh11,172,Hisuian Electrode V,Grass,Pokémon,Basic | V,https://images.pokemontcg.io/swsh11/172.png,https://images.pokemontcg.io/swsh11/172_hires.png
swsh11-171,swsh11,171,Gift Energy,,Energy,Special,https://images.pokemontcg.io/swsh11/171.png,https://images.pokemontcg.io/swsh11/171_hires.png
swsh11-170,swsh11,170,Windup Arm,,Trainer,Item | Pokémon Tool,https://images.pokemontcg.io/swsh11/170.png,https://images.pokemontcg.io/swsh11/170_hires.png
